LinkedIn profile ID,Company name,Job title,Industry,ai_SENIORITY,Years in role,Years in company,Number of connections,Number of employees,Year founded,Hiring on LinkedIn,Six months headcount growth,Two years headcount growth,Yearly headcount growth,fe_seniority_ord,fe_type_of_contact_ord,fe_fit_approved,fe_fit_data_approved,fe_company_age,fe_log_employees,fe_company_size_bucket,fe_log_connections,fe_headcount_momentum,fe_has_email,fe_has_bio,fe_microsoft_flag,fe_department_encoded,ext_ms_maturity_score,ext_has_competitor_tech,nlp_report_length,nlp_has_momentum,nlp_urgency_score,nlp_embedding_01,nlp_embedding_02,nlp_embedding_03,nlp_topic,fe_tech_fit_comunica,fe_tech_fit_colabora,fe_tech_fit_infra,fe_tech_fit_ia,fe_tech_fit_data,fe_tech_fit_workplace,fe_tech_fit_maite
ACwAAAkz274BiQrRlBPQK8bX0ZljJ1btfgqVNeg,MC MUTUAL,IT Director,Hospitals and Health Care,DIRECTOR,0.92,0.92,1820.0,1063.0,2006.0,1.0,,8.0,1.0,3.0,3,1.0,1.0,20.0,6.96979066990159,4.0,7.507141079727608,1.9000000000000001,0,1,,0.13006020161599122,0.0,0.0,9231.0,0,5,1.1826572,0.49380767,-1.4936452,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAzDUFIBLIiQKz-Fshquxqq4eiuaxyg6WA4,Universidad Complutense de Madrid,Gerente de la Facultad de Filología,Higher Education,MANAGER,1.25,46.67,77.0,13084.0,1499.0,0.0,,3.0,1.0,2.0,2,1.0,1.0,527.0,9.479221814964246,4.0,4.356708826689592,0.9000000000000001,0,0,1.0,0.14232247013030247,0.0,1.0,10838.0,0,5,8.796553,2.4620354,0.15615773,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAABe-kYMBIXiQqr4Q3pAGfGCsdaoPp3AD2zc,FC Barcelona,General Technical Director - Barça Academy,Spectator Sports,DIRECTOR,3.58,14.67,752.0,6935.0,1899.0,1.0,,18.0,10.0,3.0,2,1.0,1.0,127.0,8.844480518460378,4.0,6.6240652277998935,6.6,0,0,1.0,0.14232247013030247,,,9232.0,0,5,0.67311895,-12.707167,4.0359144,37,,,,,,,
ACwAADAwcREBfbGFxLGKfVVXIE6HexrmxPLsHNw,FC Barcelona,Technical Director Barça Residency Academy US,Spectator Sports,DIRECTOR,0.75,5.92,828.0,6935.0,1899.0,1.0,,18.0,10.0,3.0,0,1.0,1.0,127.0,8.844480518460378,4.0,6.720220155135295,6.6,1,0,1.0,0.14232247013030247,,,9232.0,0,5,0.67341673,-12.711068,4.036097,37,,,,,,,
ACwAAAscjxsBeVA6iQT6CzGQxZiQapA4LQBrA0k,EUIPO - European Union  Intellectual Property Office,Head of Inter-Partes Proceedings and IP Rights Management Service,Government Administration,DIRECTOR,0.5,12.25,424.0,1412.0,1994.0,1.0,,4.0,1.0,3.0,2,1.0,1.0,32.0,7.253470382684528,4.0,6.052089168924417,1.1,0,0,1.0,0.14232247013030247,,,10156.0,0,3,1.8035094,5.70053,-7.980033,2,,,,,,,
ACwAAARVYDMBCQT1Md9GgMRbA4Dug3wETeivRr8,Barcelo Hotel Group,Jefe de infraestructuras,Hospitality,LEAD,7.75,7.75,320.0,7564.0,1931.0,1.0,,27.0,11.0,1.0,2,1.0,1.0,95.0,8.931287626222456,4.0,5.771441123130016,8.7,0,1,1.0,0.13006020161599122,2.0,1.0,9201.0,0,7,5.208381,-0.34143782,6.3488097,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAA6a1MgBa5Xvn--Xb43qp6-U34Enl76T1yo,,Jefe de obra,,LEAD,8.0,8.0,484.0,,,,,,,1.0,0,0.0,0.0,,,,6.184148890937483,0.0,0,0,,0.14232247013030247,,,9618.0,0,8,1.1931134,0.6948769,-1.5968819,-1,,,,,,,
ACwAAB7RFe4B2EUpCaXag8MmISnYypRIR6UopGg,SEUR,Director of IT SEUR Valencia,Truck Transportation,DIRECTOR,10.25,10.25,110.0,4950.0,1942.0,0.0,,26.0,11.0,3.0,3,1.0,1.0,84.0,8.507344855361422,4.0,4.709530201312334,8.5,0,0,1.0,0.13006020161599122,6.0,1.0,6960.0,0,5,6.82791,5.5813284,-0.027260577,-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ACwAAAOspdwBK0W3zUPm_8LrbhV6XWQ2JHlxu7w,Catalonia Hotels & Resorts,CTO | Global Infrastructure Manager,Hospitality,CLEVEL,2.08,2.08,2076.0,1939.0,,1.0,,19.0,8.0,4.0,3,1.0,1.0,,7.570443252057374,4.0,7.638679823876112,6.2,0,1,1.0,0.13006020161599122,0.0,0.0,9431.0,0,5,1.8586724,5.594844,-8.441399,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAABsBXzMBcVF27FEi58q0VDhef0NFUsbxUQU,ASEPEYO,Head of IT Governance,Hospitals and Health Care,LEAD,2.25,18.5,958.0,1986.0,1915.0,0.0,,7.0,3.0,1.0,2,1.0,1.0,111.0,7.594381242551817,4.0,6.8658910748834385,2.3,0,1,1.0,0.13006020161599122,0.0,0.0,8045.0,0,5,1.1900634,0.69692624,-1.5131909,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAqbJsABEBuN6Z0dtaygKQJrWWecVFFf5IA,ASEPEYO,director de empresa,Hospitals and Health Care,DIRECTOR,43.75,43.75,7.0,1986.0,1915.0,0.0,,7.0,3.0,3.0,2,1.0,1.0,111.0,7.594381242551817,4.0,2.0794415416798357,2.3,0,0,1.0,0.14668276993314575,0.0,0.0,8045.0,0,5,1.1897023,0.69337237,-1.50737,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAABLM5BQBDilXostiscfxRQsdYS7cYKkND6M,Ayuntamiento de Madrid,Jefe de Servicio. Centro de Ciberseguridad Ayuntamiento de Madrid,Government Administration,LEAD,3.83,4.5,1304.0,4866.0,,0.0,,21.0,9.0,1.0,2,1.0,1.0,,8.490233009833455,4.0,7.173958319756794,6.9,0,1,0.0,0.13006020161599122,,,7557.0,0,4,5.7757707,1.1733632,4.551601,6,,,,,,,
ACwAABzzctwBt3QsFI-ejG4SEYiVq2_Y_RrvFi8,FAES FARMA,CISO,Pharmaceutical Manufacturing,CLEVEL,1.25,1.25,397.0,1294.0,1933.0,1.0,,16.0,7.0,4.0,2,1.0,1.0,93.0,7.166265974133638,4.0,5.986452005284438,5.300000000000001,0,1,1.0,0.13006020161599122,8.0,1.0,8880.0,1,4,3.4070058,-1.547263,-3.7374985,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAATELyYBlYrSeCGBybVB91q_K3p0wAfcomA,Puig,Globl Vice President IT Digital and Consumer Engagement,Retail Luxury Goods and Jewelry,VP,5.75,16.33,1807.0,5226.0,,1.0,,26.0,10.0,,3,1.0,1.0,,8.561592778712923,4.0,7.4999765409521215,8.2,0,0,1.0,0.13006020161599122,8.0,1.0,9421.0,0,5,2.8295884,7.3112955,-8.371916,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAABcv0VABAeQRymO3RikMYpSGxo9FkzH0tXE,Puig,Frontend Retail Technology Executive,Retail Luxury Goods and Jewelry,JR,1.08,1.08,486.0,5226.0,,1.0,,26.0,10.0,0.0,2,1.0,1.0,,8.561592778712923,4.0,6.18826412308259,8.2,0,0,1.0,0.13006020161599122,8.0,1.0,9421.0,0,5,1.863894,5.657361,-8.366657,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAzs3EsBLIzuCcLYisFoD1NF8MBF9mEJIdU,Volotea,Senior Technical Director,Airlines and Aviation,DIRECTOR,2.25,16.33,722.0,1626.0,2011.0,1.0,,29.0,7.0,3.0,5,1.0,1.0,15.0,7.394493107219038,4.0,6.583409222158765,7.9,1,0,1.0,0.13006020161599122,14.0,1.0,10659.0,0,6,3.6330574,-0.1312078,-1.1422145,32,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAiqk8gB-c6PrB3Dg8lw10NSTqP_0C-ttPk,SEUR,Subdirector de Tecnología,Truck Transportation,DIRECTOR,,,27.0,4950.0,1942.0,0.0,,26.0,11.0,3.0,3,1.0,1.0,84.0,8.507344855361422,4.0,3.332204510175204,8.5,0,0,1.0,0.13006020161599122,6.0,1.0,6960.0,0,5,6.8274007,5.5814204,-0.027145144,-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ACwAAAJahAIBkXfrwfr4aICZv-G6Z6gy1jSdz-A,Agencia Estatal de la Administración Tributaria,Head of IT Department,Government Administration,LEAD,1.42,5.08,398.0,2114.0,1992.0,0.0,,33.0,13.0,1.0,3,1.0,1.0,34.0,7.656810091480378,4.0,5.988961416889864,10.5,0,1,0.0,0.13006020161599122,,,7042.0,0,7,-0.5686414,5.1575356,6.121141,8,,,,,,,
ACwAAA_gbZQBliOetD6RfozYMBHRAi2lNmfpIJg,SEUR,Director del departamento de informática,Truck Transportation,DIRECTOR,40.92,40.92,3.0,4950.0,1942.0,0.0,,26.0,11.0,3.0,3,1.0,1.0,84.0,8.507344855361422,4.0,1.3862943611198906,8.5,0,0,1.0,0.13006020161599122,6.0,1.0,6960.0,0,5,6.8289504,5.5829887,-0.027113097,-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ACwAAATmZlABzYulHAuTspIIctwC7dpI_ss_SrQ,SEUR,DIRECTOR DE TECNOLOGÍA Y PROYECTOS,Truck Transportation,DIRECTOR,,,18.0,4950.0,1942.0,0.0,,26.0,11.0,3.0,3,1.0,1.0,84.0,8.507344855361422,4.0,2.9444389791664403,8.5,0,0,1.0,0.13006020161599122,6.0,1.0,6960.0,0,5,6.828242,5.5807114,-0.027553678,-1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ACwAABYlL9cBg3sy_-XcawnfxAZMCGIf3JXiqYQ,,Board Observer,,OTHER,5.58,5.58,2128.0,,,,,,,,0,0.0,1.0,,,,7.663407664893479,0.0,1,0,1.0,0.14668276993314575,,,5164.0,0,3,22.1308,4.68551,11.852076,-1,,,,,,,
ACwAAAZSRoQBicFdJM5bZgEeW6CrQc066asJm-E,Agencia Estatal de la Administración Tributaria,Jefe Seccion Informatica,Government Administration,LEAD,27.58,,93.0,2114.0,1992.0,0.0,,33.0,13.0,1.0,2,1.0,1.0,34.0,7.656810091480378,4.0,4.543294782270004,10.5,0,0,0.0,0.13006020161599122,,,7042.0,0,7,-0.56854796,5.157881,6.12146,8,,,,,,,
ACwAAAkvsXABiS99BoS39LVVyDH4UDJAJAsdHBI,Agencia Estatal de la Administración Tributaria,Jefe de unidad de soporte informático,Government Administration,LEAD,32.67,,47.0,2114.0,1992.0,0.0,,33.0,13.0,1.0,2,1.0,1.0,34.0,7.656810091480378,4.0,3.871201010907891,10.5,0,0,0.0,0.13006020161599122,,,7042.0,0,7,-0.5675179,5.1597037,6.1220293,8,,,,,,,
ACwAAAcr0-sBZGx6zVycJ6KuYc_fnJwGCJ6m62U,Institut Català de la Salut,Director SAP. Barcelona,Hospitals and Health Care,DIRECTOR,2.75,22.33,821.0,7152.0,,1.0,,11.0,3.0,3.0,2,1.0,1.0,,8.875287128108384,4.0,6.71174039505618,3.1,1,1,1.0,0.14232247013030247,0.0,0.0,8053.0,0,1,4.24218,0.23131785,5.521591,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAfP8l8BarRsrZGiybFlv7073KW0UhEijuU,EZENTIS,Communications Manager / Senior Content Manager,"Technology, Information and Internet",MANAGER,7.5,7.5,67.0,1909.0,1959.0,0.0,,-4.0,0.0,2.0,4,0.0,1.0,67.0,7.554858521040676,4.0,4.219507705176107,-0.8,0,0,1.0,0.22308098920209474,,,9185.0,0,3,8.792354,-0.47952804,1.9825534,5,,,,,,,
ACwAAAK7ZiUBCt31AGAbMYvXccwzPdZKR6IY6Kg,MRW,Marketing & Communication Corporate Manager,Freight and Package Transportation,MANAGER,,16.33,228.0,3479.0,1977.0,0.0,,16.0,7.0,2.0,4,1.0,1.0,49.0,8.15478757276852,4.0,5.43372200355424,5.300000000000001,0,1,,0.22308098920209474,,,9593.0,0,5,7.109089,5.215247,-0.070189066,6,,,,,,,
ACwAACH3OIUBpawCkI0X7Y_GQX1PHRN9fSBmSXQ,Roca Group,Local Brands Communication Manager,Manufacturing,MANAGER,0.25,0.25,1261.0,2659.0,1917.0,1.0,,14.0,8.0,2.0,4,1.0,1.0,109.0,7.886081401775745,4.0,7.140453043101158,5.2,0,1,1.0,0.22308098920209474,9.0,1.0,9675.0,0,5,2.0390298,0.97451454,-2.2566679,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ACwAAAHbeBgBO5bKb0CDiUMAThgwHCbhc0fzsBg,Roca Group,Marketing Projects Manager,Manufacturing,MANAGER,2.17,29.17,297.0,2659.0,1917.0,1.0,,14.0,8.0,2.0,2,1.0,1.0,109.0,7.886081401775745,4.0,5.697093486505405,5.2,0,1,1.0,0.22308098920209474,9.0,1.0,9675.0,0,5,2.0377004,0.97023356,-2.2530863,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ACwAAABPB-sBXqAfjBrIF2SdZX_dYABOOah8Pok,Banco Popular,IT Communications Manager,Banking,MANAGER,18.25,18.25,205.0,2497.0,1926.0,0.0,,2.0,1.0,2.0,4,1.0,1.0,100.0,7.823245690685523,4.0,5.327876168789581,0.7,0,0,0.0,0.22308098920209474,,,8016.0,0,4,-2.4646857,-4.039861,2.71347,0,,,,,,,
ACwAAAAZJA0BV6qBamzvSmjTXhRS7QNvwr3CoqA,DomusVi España,Head of Corporate Communication & PPAA,Individual and Family Services,DIRECTOR,2.17,2.17,2223.0,3905.0,,1.0,,29.0,11.0,3.0,4,1.0,1.0,,8.270269111436624,4.0,7.707062655370473,9.100000000000001,0,1,1.0,0.15761884082178054,2.0,1.0,7443.0,0,5,10.11352,-7.178376,4.5966296,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAANAuP4Bk7haT-0NHPJH7ZIvJ_KzBof7W5c,Universidad Loyola,Professor & Researcher,Higher Education,DIRECTOR,6.58,11.92,3803.0,1042.0,,0.0,,17.0,5.0,3.0,2,1.0,1.0,,6.949856455000773,4.0,8.24380842366528,4.9,0,1,1.0,0.14668276993314575,,,6521.0,0,2,8.54834,2.1329668,-0.31374907,49,,,,,,,
ACwAAA0mTNwB1QVkoY_UF98QQuYgljYT0FsZJpk,Openbank,Corporate Communications Manager ,Banking,MANAGER,4.25,4.25,977.0,1433.0,1995.0,1.0,,26.0,11.0,2.0,4,1.0,1.0,31.0,7.2682230211595655,4.0,6.885509670034818,8.5,0,1,1.0,0.22308098920209474,21.0,1.0,11174.0,0,1,5.135967,1.0547919,4.6262517,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ACwAAA2WSHsBZnhYDGLA3cuKjwV6IRiurYKiEBA,,IT Communications Manager,,MANAGER,6.75,6.75,427.0,,,,,,,2.0,4,1.0,1.0,,,,6.059123195581797,0.0,0,0,0.0,0.22308098920209474,,,7731.0,0,3,5.1568055,0.8035829,4.793776,61,,,,,,,
ACwAABOp09kBsrebsd2SRGSPx2cKFyongkzcSLk,Baleària,Events on board,Maritime Transportation,JR,1.08,1.08,523.0,1385.0,1998.0,1.0,5.0,22.0,9.0,0.0,0,1.0,1.0,28.0,7.234177179749849,4.0,6.261491684321042,9.6,0,1,1.0,0.15761884082178054,,,7857.0,0,5,0.95301735,1.5148917,-2.3907607,55,,,,,,,
ACwAAEkGopMBIYuZb8ppxHUu3hSHuyqcMTOpiBk,,PR & Corporate Communication Trainee,,TRAINEE,0.5,0.5,56.0,,,,,,,,0,0.0,1.0,,,,4.04305126783455,0.0,0,1,0.0,0.15761884082178054,,,7568.0,0,1,17.582127,6.0748715,-1.4071127,60,,,,,,,
ACwAAAOmidgBAEdmx7aZwJYTUmf67CN7LKCSYWY,,Corporate Development Director,,DIRECTOR,6.33,14.83,745.0,,,,,,,3.0,2,0.0,0.0,,,,6.61472560020376,0.0,0,1,1.0,0.10853350576413913,,,8102.0,0,5,8.869227,-0.39723197,1.9485545,5,,,,,,,
ACwAABiIcCQBcp4nX0aCYNq2Brg4gEvKnhDGEwM,Universidad de Santiago de Compostela,Profesora ayudante doctora,Higher Education,JR,1.5,1.5,450.0,3668.0,1495.0,1.0,,3.0,1.0,0.0,0,1.0,1.0,531.0,8.207674424355282,4.0,6.111467339502679,0.9000000000000001,0,0,1.0,0.14668276993314575,0.0,0.0,7891.0,0,2,9.53094,2.3014483,-0.77518606,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAACV87EYBXAw3HhnM3iWCP8FkkyGAIjs6QpY,Universitat Politècnica de Catalunya,Grant Holder and Communications Manager,Higher Education,MANAGER,1.5,1.5,72.0,4831.0,1971.0,1.0,,6.0,2.0,2.0,0,1.0,1.0,55.0,8.48301573961465,4.0,4.290459441148391,1.8000000000000003,0,1,1.0,0.22308098920209474,,,6350.0,0,1,1.7546483,5.475183,-8.458258,-1,,,,,,,
ACwAAAfobwEBhllETsNf9-KODWI4m9NSdpLBnmA,BIMBA Y LOLA,"Communications, PR & Brand Manager",Retail Apparel and Fashion,MANAGER,4.67,4.67,1379.0,1665.0,2005.0,1.0,,10.0,5.0,2.0,4,1.0,1.0,21.0,7.418180822726788,4.0,7.22983877815125,3.5,0,1,1.0,0.22308098920209474,,,8130.0,1,6,0.36643916,3.5932796,-5.736076,-1,,,,,,,
ACwAAAPnWiEB6YEnnl0iAGcpFiRjBOmi_W-LL2c,Ayuntamiento de Sevilla.,English Literature teacher ,Government Administration,JR,1.67,1.67,603.0,1963.0,1526.0,0.0,,9.0,7.0,0.0,0,1.0,1.0,500.0,7.582738488914411,4.0,6.403574197934815,3.9000000000000004,0,1,1.0,0.14668276993314575,,,7289.0,0,5,4.214317,1.5253843,0.16940379,6,,,,,,,
ACwAAEBuLFMBQLuga4HQ0_n3YFKwfwcJMcBDBeA,Wurth España S.A.,"Social Media Manager, Communications and Growth Marketing",Wholesale,MANAGER,2.33,2.33,172.0,1802.0,1977.0,1.0,,4.0,3.0,2.0,2,1.0,1.0,49.0,7.497207223203318,4.0,5.153291594497779,1.7,0,1,1.0,0.22308098920209474,,,8260.0,0,4,1.44793,-6.3564816,6.0827236,0,,,,,,,
ACwAACNmtfsBo0IkkuCVTzgXyQCIVtJ0kbxVwD8,Hospital Universitari Vall d'Hebron,Project Manager at Medical Technologies & Communications Unit,Hospitals and Health Care,MANAGER,0.17,0.17,302.0,4067.0,1955.0,0.0,,9.0,3.0,2.0,2,1.0,1.0,71.0,8.31090675716845,4.0,5.713732805509369,2.7,0,0,0.0,0.22308098920209474,,,9243.0,0,5,8.788306,1.9086099,-0.48200807,18,,,,,,,
ACwAADFLvlIBtqx365eJtSCpgXabVcZhEUFsbDQ,Universitat Pompeu Fabra,Communications Manager,Higher Education,MANAGER,,,0.0,3628.0,1990.0,0.0,,5.0,0.0,2.0,4,1.0,1.0,36.0,8.19671240721307,4.0,0.0,1.0,0,0,0.0,0.22308098920209474,1.0,0.0,7423.0,0,2,6.202559,-2.30675,4.8461123,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ACwAAEmEsuoB-6fuO_dHtKtXJX-Vd5TDMFFcbuY,TENDAM,International Communications Manager,Retail Apparel and Fashion,MANAGER,0.92,0.92,5.0,2081.0,1880.0,1.0,,12.0,5.0,2.0,4,1.0,1.0,146.0,7.641084249174914,4.0,1.791759469228055,3.9000000000000004,0,0,1.0,0.22308098920209474,,,9604.0,0,5,8.744897,-0.552177,1.9421948,5,,,,,,,
ACwAAAeYJwABsY8GAjjZJf6kksnP14_DJbT7p3k,Real Madrid C.F.,Senior Marketing Manager at Real Madrid Estadio,Spectator Sports,MANAGER,1.33,19.42,743.0,8621.0,1902.0,0.0,,29.0,14.0,2.0,0,1.0,1.0,124.0,9.06207235530708,4.0,6.612041034833092,10.0,0,0,1.0,0.22308098920209474,,,9579.0,0,5,2.095039,-5.042086,4.4373507,-1,,,,,,,
ACwAAC9RsjsBLIDYLkHTRMRMsiuFBnNPPF9uTmE,Decathlon España,Communications Manager,Retail,MANAGER,6.67,6.67,4.0,6518.0,1992.0,0.0,,-1.0,0.0,2.0,4,0.0,1.0,34.0,8.782476268924539,4.0,1.6094379124341003,-0.2,0,0,,0.22308098920209474,,,7838.0,1,3,-2.3848119,-4.3508883,4.9333434,7,,,,,,,
ACwAAAFHGB0BFtiqkfJCf8GKQWDsorZqSmBW0xQ,Hotelbeds,Director of Internal & Change Communications,"Leisure, Travel & Tourism",DIRECTOR,1.58,1.58,1319.0,2745.0,2001.0,0.0,,-5.0,-4.0,3.0,4,1.0,1.0,25.0,7.917900586327916,4.0,7.1853870155804165,-2.2,1,1,1.0,0.22308098920209474,6.0,1.0,12264.0,0,10,5.323388,-0.045020405,6.1351695,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ACwAAAToknYBq0J0C4a8pWEBK5z-owVwOnEDwA8,Renfe,Business Communications Manager,Rail Transportation,MANAGER,1.17,6.08,1301.0,6134.0,1941.0,0.0,,17.0,6.0,2.0,2,1.0,1.0,85.0,8.721765357145012,4.0,7.171656822768514,5.2,0,1,1.0,0.22308098920209474,12.0,1.0,7487.0,0,5,12.637484,10.893404,-19.167591,-1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ACwAAATyO3YBwyRgOkKxMZIcsjay5K4wrfpLVmA,Minor Hotels Europe and Americas,Corporate Responsibility and Internal Communication,Hospitality,OTHER,12.83,19.92,1152.0,10266.0,1978.0,1.0,,11.0,3.0,,3,1.0,1.0,48.0,9.236690147298965,4.0,7.050122520269059,3.1,0,0,1.0,0.14668276993314575,,,0.0,0,0,-16.563377,4.8144383,-0.508136,30,,,,,,,
ACwAABVClz0BEn6MgEOWDDyRKIbrJBjo2l3ZWKc,Universidad de Cádiz,Communications Manager,Higher Education,MANAGER,2.25,5.25,242.0,2479.0,1979.0,0.0,,4.0,2.0,2.0,4,1.0,1.0,47.0,7.8160138391590275,4.0,5.493061443340548,1.4,0,1,1.0,0.22308098920209474,0.0,0.0,6801.0,0,2,8.337043,2.3197393,-0.3955696,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAR80acBZ7c1W0V1F5O4VwS1jaQTdypuxfY,Brico Depôt Iberia (Grupo Kingfisher),Internal Communication Manager,Retail,MANAGER,3.83,4.83,689.0,1001.0,2003.0,1.0,,0.0,1.0,2.0,4,1.0,1.0,23.0,6.90975328164481,4.0,6.536691597591305,0.3,0,1,1.0,0.14668276993314575,8.0,1.0,8768.0,0,4,1.4502317,-6.586716,5.9454904,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAJm_0kBtU6pIRz-6Fgl_-a63LS44gkHWzM,Puig,Global Internal Corporate Communications Director,Retail Luxury Goods and Jewelry,DIRECTOR,5.92,11.17,699.0,5226.0,,1.0,,26.0,10.0,3.0,4,1.0,1.0,,8.561592778712923,4.0,6.551080335043404,8.2,0,1,1.0,0.22308098920209474,8.0,1.0,9421.0,0,5,1.863894,5.657361,-8.366657,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAIM_NoBUCk5VB091sbInP7nvFHwvPuo6E8,NOT AVAILABLE FOR WEBINAR,Corporate Communications Officer,Airlines and Aviation,JR,4.5,10.17,802.0,1558.0,1990.0,0.0,,19.0,7.0,0.0,2,1.0,1.0,36.0,7.351799869057777,4.0,6.688354713946762,5.9,0,1,1.0,0.22308098920209474,,,9156.0,0,7,9.1400795,0.64006764,2.8831716,5,,,,,,,
ACwAAAs-c8ABLhbciuSLnMnw22FxyF6GNvAcuYE,Puig,CORPORATE & BRANDS PR SPAIN MANAGER,Retail Luxury Goods and Jewelry,MANAGER,14.0,22.67,417.0,5226.0,,1.0,,26.0,10.0,2.0,3,1.0,1.0,,8.561592778712923,4.0,6.035481432524756,8.2,0,1,1.0,0.22308098920209474,8.0,1.0,9421.0,0,5,2.829744,7.3111634,-8.371654,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAV1AtkB8BZdPU4mIg7EqcTHx-suQEy0p0s,Minor Hotels Europe and Americas,IT Communications Manager,Hospitality,MANAGER,14.25,,377.0,10266.0,1978.0,1.0,,11.0,3.0,2.0,2,1.0,1.0,48.0,9.236690147298965,4.0,5.934894195619588,3.1,0,0,1.0,0.22308098920209474,,,0.0,0,0,-16.563377,4.8144383,-0.508136,29,,,,,,,
ACwAAAHq2h4Bq2urQMyqoZXOw3lDmoK9uTEP0S8,INECO,"Technical Manager, Air-Ground Communications Systems",Civil Engineering,MANAGER,,,193.0,5334.0,1968.0,0.0,,16.0,5.0,2.0,0,1.0,1.0,58.0,8.582044163735853,4.0,5.267858159063328,4.7,0,0,1.0,0.22308098920209474,10.0,1.0,10024.0,0,5,12.724336,6.4650407,2.4074726,16,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ACwAAANVCE0BxXkJVYAfvafxElwzzQATDuAjqbg,GES - Global Energy Services,Communications Manager,Services for Renewable Energy,MANAGER,1.33,1.33,1907.0,1073.0,,1.0,,7.0,6.0,2.0,4,0.0,1.0,,6.97914527506881,4.0,7.553810852008231,3.2,0,1,,0.22308098920209474,,,5661.0,0,4,21.405857,1.2510312,-11.046345,-1,,,,,,,
ACwAACs1DF8Br-cFKD-m9y9rkkClc1BRHVp3Xcs,Mercadona,Communications & Marketing Project Manager,Retail,MANAGER,4.08,4.08,640.0,27847.0,1981.0,1.0,,26.0,13.0,2.0,2,1.0,1.0,45.0,10.234516429491276,4.0,6.46302945692067,9.1,0,0,0.0,0.22308098920209474,6.0,1.0,10122.0,0,7,1.0052078,-6.9219885,6.0845337,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ACwAAAFaSB4BVylFEBT6Bd8NrqeadCWnEu9R1i0,PRISA,Regional IT Communications and Infrastructure Manager,Media Production,MANAGER,8.33,,87.0,1039.0,,1.0,,15.0,7.0,2.0,2,1.0,1.0,,6.946975992135418,4.0,4.477336814478207,5.1,0,0,1.0,0.22308098920209474,,,9833.0,0,6,9.365713,-0.58776176,1.5752252,-1,,,,,,,
ACwAADrAjwkBbGozr9WIpg8gjQcNTn6qLx3CW94,Loewe,Internal Communications Specialist,Retail Luxury Goods and Jewelry,JR,0.58,1.58,549.0,2700.0,,1.0,,44.0,12.0,0.0,2,1.0,1.0,,7.901377353792616,4.0,6.309918278226516,12.4,0,1,1.0,0.22308098920209474,,,10575.0,1,3,15.786625,19.136547,-5.4426847,0,,,,,,,
ACwAAA4wkVoBmZ-U93gdm76ztLnl-dIMBVa3vlA,Bershka,Talent & Internal Communication Manager,Retail Apparel and Fashion,MANAGER,2.08,3.0,894.0,7629.0,1998.0,1.0,,16.0,7.0,2.0,4,1.0,1.0,28.0,8.939843124278502,4.0,6.796823718274855,5.300000000000001,0,0,1.0,0.12212127004571173,2.0,0.0,8501.0,0,4,1.7239448,7.6454344,9.340352,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAADeVpD0BQlu6-71KbpsOd5Qln1Vz4zk3gQs,Bershka,Internal Communication,Retail Apparel and Fashion,JR,,,0.0,7629.0,1998.0,1.0,,16.0,7.0,0.0,4,1.0,1.0,28.0,8.939843124278502,4.0,0.0,5.300000000000001,0,0,1.0,0.14668276993314575,2.0,0.0,8501.0,0,4,1.7238913,7.645804,9.340762,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
