LinkedIn profile ID,Company name,Job title,Industry,ai_SENIORITY,Years in role,Years in company,Number of connections,Number of employees,Year founded,Hiring on LinkedIn,Six months headcount growth,Two years headcount growth,Yearly headcount growth,fe_seniority_ord,fe_type_of_contact_ord,fe_fit_approved,fe_fit_data_approved,fe_company_age,fe_log_employees,fe_company_size_bucket,fe_log_connections,fe_headcount_momentum,fe_has_email,fe_has_bio,fe_microsoft_flag,fe_department_encoded,ext_ms_maturity_score,ext_has_competitor_tech,nlp_report_length,nlp_has_momentum,nlp_urgency_score,nlp_embedding_01,nlp_embedding_02,nlp_embedding_03,nlp_topic,fe_tech_fit_comunica,fe_tech_fit_colabora,fe_tech_fit_infra,fe_tech_fit_ia,fe_tech_fit_data,fe_tech_fit_workplace,fe_tech_fit_maite
ACoAABC6SPoB308-Vb4IYXmSdX-4z3IOdKZ18cY,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAAARey2oBnjgoN3zqzwHe7NthepIC8FT4iUg,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868361,-3.937312,0.42948735,29,,,,,,,
ACoAAAvCL_EBQtr8VqYmmRWuk8jl9GtQb4GNdYk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAA7gcoQBHTBd8T2EVBBipxZ197snEozAdQI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862275,-3.9432006,0.42338595,30,,,,,,,
ACoAABOZPSoB6f4AibMOZFAsNN59Ab1bjtclMUI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.657879,4.910394,-0.59201074,29,,,,,,,
ACoAAAWxAZUBr7cj_w-OG2vOXpo0N81Hyp75hJc,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAABPVnIsBmxlUPRbsvE9czSrl3MMJ6F0c7bw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,29,,,,,,,
ACoAACDmni0BrN09C_FbZd6FEvC8pAegh2ukzLs,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,30,,,,,,,
ACoAAB0wnSoBgTEJLgXl8g-gHmI8ohEN-30nJ0I,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8643,-3.9409592,0.42559806,29,,,,,,,
ACoAAAiZPlwBZzdbBIbtv6t8RtDYMWj_v-ktmDE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868114,-3.9376922,0.42886934,29,,,,,,,
ACoAAAfqTUEBqGl9pdoF_dAQ7zhtpEqEVur95eY,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,30,,,,,,,
ACoAAA7TAE8BdIJ_1SgcexaVHfyvvPFoWgAxJgk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,29,,,,,,,
ACoAAA-8kooBWsu4__VuySckm-SAS2DZbAANhO4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868114,-3.9376922,0.42886934,29,,,,,,,
ACoAAApK2MABtsohDM3GHeTDX_p0pVYr3P0iJ3o,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8643,-3.9409592,0.42559806,30,,,,,,,
ACoAAAKXrekBIwwI2RysN5NnX2hTaPpZv84r6rU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.563377,4.8144383,-0.508136,30,,,,,,,
ACoAACumZDsBBhg93cBSlRwKe3Vk30xacCEgckg,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,29,,,,,,,
ACoAAA6AyR8BarAWCUO_EEq8HA0GtlE8n-NDWoE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,30,,,,,,,
ACoAACbRMsABY4vjyTguEPyxAHKzHWiBogyq3TQ,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,30,,,,,,,
ACoAAAjpGzkBC9CxG8zbCm6b-cPb67U8q7zlc0g,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAABdwPfcB38z9wbG103bKsNqGBEF4W22ooa8,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,29,,,,,,,
ACoAAAztdccBKqXKRAHZS0qQ0tIBqb87dg314i0,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8621,-3.943597,0.42293593,29,,,,,,,
ACoAAAtYSeoB-g9uVbOp67LcwZK7_rnQ9oIaCZM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,29,,,,,,,
ACoAABQtzfIBHjsBLiHRZWR7Q5CRU_GsQ8RBSrw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,30,,,,,,,
ACoAAAeSAIYBtR3mM91RduZaqgXRFAfKyvZK9cM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.563377,4.8144383,-0.508136,30,,,,,,,
ACoAABJLZSkBlISiEX7JcJJUnArkZvGMJhvOruo,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.657879,4.910394,-0.59201074,30,,,,,,,
ACoAAAcaKj4BgnvOxIpx2gg11706d-rUrX5M9Ic,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAABAXGUBStMl0YklLThH4rLYr1sI6M1mYf0,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAAFO6uIB2xPX2HtaHdAGdy2Xz801uS0Qv90,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAAAEWV-UB5kfRRtIGgc1k09D04S4zui6HlKU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,29,,,,,,,
ACoAABGsJXABV2ZrCN9F8GkGXXiIwXlY0dK2Gs4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,29,,,,,,,
ACoAAA1ZPskBIpwIcX34gO56IFslmjJaoAEMOgk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAAA8U4UQBzY9KXNIH3elwqSxhStoEBaCn2UA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,29,,,,,,,
ACoAAEEcuxYBiZq3rpxXz53gFlo3m-jxAUdFwhE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8643,-3.9409592,0.42559806,29,,,,,,,
ACoAAAj8q2UBdCC6NX3aRnv_S84mF5ppmFMSUCc,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAAAaAHOUB3MAjUO_z_K8aIryRSAyQqZX04qw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,29,,,,,,,
ACoAAAK8o7kBZt6H5ky_YhZnqk_iwSijo_SphdA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.563377,4.8144383,-0.508136,29,,,,,,,
ACoAAABiJqsB9qeZgRojOnctGNoH51cOepElRbs,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862226,-3.9428256,0.42378554,30,,,,,,,
ACoAACSH92gBxL-AG_ZzIHr3IL6ZmQutpavIq8s,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAAA5NbfoBgERetz-sQMIUzBoSBWmJutSxLxw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,3,,,,,,,
ACoAAAx1a5oB-8ZwHPv_OQuxarHDuOwDz3bbqQE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.563377,4.8144383,-0.508136,29,,,,,,,
ACoAACDy3wcBZUCn8r57qacXE_l4AwPGyoG47RE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,30,,,,,,,
ACoAACdHYqgBpPpsaj1ylchdKkR0j3SWZRWRqQs,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862162,-3.9434836,0.42308995,30,,,,,,,
ACoAAEGr4uYBkBmUbskdOitnruVxLJujPzulTic,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.657879,4.910394,-0.59201074,29,,,,,,,
ACoAADtJ-9oBqFfibCulsSyixqCfCkLeIVOU9o4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,29,,,,,,,
ACoAAEOh50EBx4LczcJb-BvnHo0Y9B7LgBxOkQo,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAAB5JdvQBtmufVOYQ1dJaIsDLLUNwE1HbsrU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAABKFG5kBvHH8Io9CSecdOcteZAxaVmXfJXw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAABYZZAYB9jd-IWA8I3j7YFEqZHyRCiEEPn0,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,30,,,,,,,
ACoAAA0xNvwBrRr6zxGZS3Ih9JCHcMfaLSUCB4I,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAABiT1QUB01g1P3iog5mpriWFNb5slBsf3Rs,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAAXEf7kBykpSv2EGs3QU0Cn7fZSy7oCzWno,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868114,-3.9376922,0.42886934,29,,,,,,,
ACoAAAUB2pQB_ZC_eIUN-nVIO3t4QR7bEli9fo4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,29,,,,,,,
ACoAAAt8J4IB5z9HkaSWA_UwPLvxj7kqX7_MtaI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,29,,,,,,,
ACoAAAz4XUEBP55wL2viSLjpsyfuBbjPJkRmuzw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAAK6Rm4BkCm29ZIMXVyjcnlAQMfTPkfmxhI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,29,,,,,,,
ACoAAAsC-NEBiGbz99v-fE_iNLtuz2OVYF5JzaM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAAAQLy9EBjdfRlrWVEHhGM5D_IvrQlbYp25k,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862017,-3.9438248,0.4227257,30,,,,,,,
ACoAAAyP2esBOWUfWWBhxsUXBNugmiJxbKbm5ls,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8643,-3.9409592,0.42559806,29,,,,,,,
ACoAAAO9RIgBjnOyfCQWueHu0-BU-MJoT4sk-Jw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,30,,,,,,,
ACoAABUBjmEB7TG5dHwZTrfIl68kJpqsK_H0MEI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862352,-3.9430141,0.42358357,30,,,,,,,
ACoAAAUEuhgBMf7_l0pMdy8w7OjYfoHMIBzfGQE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,29,,,,,,,
ACoAAAm-TTABndJQzpBXr6MYi_0Po0CnQDV5l6Y,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862226,-3.9428256,0.42378554,29,,,,,,,
ACoAAAUgFaQBZPUuXE2txwiKxhjONkdZnMvbFgA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,30,,,,,,,
ACoAABEnQ5sBnRxrAFHxKLz3LeO8zD9L0Yhyf3A,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAAa7EJgBiZi4tW8ZrX1pTI_3LVFikbdDajw,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862364,-3.942974,0.42361635,29,,,,,,,
ACoAAAWVjh8BgX_LQnVO2urENzyCneyMad2P2s4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.657879,4.910394,-0.59201074,30,,,,,,,
ACoAAArskygBu0i0l8oo75Y2w3LAml702553fyQ,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAAMpCn4B7TV-j6c7WhUcDWL-L7CfyK_N7_g,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862248,-3.9432535,0.42331576,29,,,,,,,
ACoAABIvs5cBxDWdJrP3q94-jW22ub45Tj-4NBA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8625555,-3.9426012,0.42408577,30,,,,,,,
ACoAAALZTa4BNtJko3fNhlt3W6PbnC9fh0zmTCA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAABBSlCQBChLdJGBjFM41-SA44-6rcQxgUfk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAABjlvkkBrEtuucNQwzKTqOn2sJqolJj5OSY,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,30,,,,,,,
ACoAAA7ss7kBSpn-mc-yY1-YZs7-V1CfLM-NGRA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAAXIeKoB5EoHJK27--15IsJLKhGOKkkgNzY,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAASWGr4BA-NNQrvLN_qpdSpWI8-bJKcYWaM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862388,-3.9429195,0.4236715,30,,,,,,,
ACoAABP2NmUBMcuSSiafrV0hDFckaQBkE2NNMjQ,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,30,,,,,,,
ACoAAC6mQMMBZYMDFA4JKJkrp4IAEpkdupbDKis,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868361,-3.937312,0.42948735,30,,,,,,,
ACoAAAv6cvAB4Y499Y0WJc2iDPpaaEocqOo8cUM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,29,,,,,,,
ACoAAA0ggXcBS21kCRDXjyhOTUes98nIM6--tjo,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAADn6bcBZa6VnVlHlLklnoOQN293r5_I7bk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,30,,,,,,,
ACoAAADvKf4BR2ipen0NN8sgDVNJfZ6eeXqHY7c,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,30,,,,,,,
ACoAAAlvkMYB2G3SSVfBH91gUO7M2vnQ8WDk4jo,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8643,-3.9409592,0.42559806,30,,,,,,,
ACoAAANDlIsBAbxSOIMyb4_PnlTpFYDF34YWdbI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAAA-2J0QBhfip1Rj9FWVAxRm_QT8gd7lyYnM,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.863325,-3.9417021,0.42484435,30,,,,,,,
ACoAAAzZVJ0BZBN2icmErbBWjKsQPBjWC5AneIE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862226,-3.9428256,0.42378554,29,,,,,,,
ACoAAAUnjAcB-W7YpdFrl2G7DpFa40kZ2qy0x0Q,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,29,,,,,,,
ACoAAAhDRzwBW4tFsJLqJOLWg1M3irV_al4mQ-k,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,30,,,,,,,
ACoAAASidRsBwaFpyolehRWy7hM-L1_AV5tNyeU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAAbnQH4Bq5fChtjlJDhtvx7xBEb1ZebHi74,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAAAD0I4ABrlaBMExt1e-6GZ6FrULJLZd6nTE,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862226,-3.9428256,0.42378554,30,,,,,,,
ACoAAAynJaMBKrW9VGIcsd6Pp3L4tjq3cPYwD5Y,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8625555,-3.9426012,0.42408577,30,,,,,,,
ACoAAAa7vC4BJ0IPs0OyIeVMVquQKRDb7ItSVJk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862147,-3.943503,0.42305785,30,,,,,,,
ACoAADqFOU4BmvkRsEA3UpsIXpBUHOMazHbZsac,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,30,,,,,,,
ACoAAB7OwcMB4id_r12mJTFX-ggkfTHY6qTFjGU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,29,,,,,,,
ACoAABj6pNgB2QV9TCdnQOHU9Ybe2PoS4SsvFmU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAADPle7MBZsiyMbSTiG9hABebgsqhiuQM21o,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862238,-3.9432628,0.42329916,29,,,,,,,
ACoAACr4HeAB8PGJHhDwuFvf9fKGU_8khwzTrZs,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAAC_mN5IB0Q29B36HtJoCl4HAA-mbtCxCM3s,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862504,-3.9427438,0.42394656,30,,,,,,,
ACoAABrhu2QBTdA37v0fTpmyJ7f2F1MKvjkr6NQ,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,29,,,,,,,
ACoAABsI7n0BQCPleqr09vFe5sVNmVZhH5sr4Do,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862275,-3.9432006,0.42338595,29,,,,,,,
ACoAAAYu1dMB_aizVXV1_sPoP1RSC-N0eG8EaU4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,30,,,,,,,
ACoAABKJ1w0B13pYOO66BTpGt5Y-kb0Ans1oA4o,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAAAD0FCUBxy5oStzAKL4c9hULG7K92KveTxU,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862147,-3.943503,0.42305785,30,,,,,,,
ACoAAC3cH2oBLi5f31tyABFF-tMuZZ8ZHmEJNX4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.868361,-3.937312,0.42948735,30,,,,,,,
ACoAAAwAegMBF_M2222tUB_pJOZyuXVhBk0DYTA,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,30,,,,,,,
ACoAAAz9XRIBwCdmFJOtQgoXUxHtbJcsQG5ikAk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.051449,14.971196,4.619263,30,,,,,,,
ACoAACauNsYBfJuTY3CKCyceOtAgbUqhB41NvL8,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
ACoAAAQvtqABlPezsJIF9WszaoXvhyjtTfwH-Wk,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.862804,-3.9424598,0.4242225,30,,,,,,,
ACoAAARY0lUBSe57Y-PqGpVMA064FSOPW26T61U,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,29,,,,,,,
ACoAAAnydncBWMPkhYuJC9nCYr2pfxFegATFaOg,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.043578,14.956671,4.627418,30,,,,,,,
ACoAAAAqaMsB8UmimWXMyKTvc31ReUu2acd7DA4,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.8656025,-3.9396734,0.42694646,29,,,,,,,
ACoAABJGploBOba_e0spo8GjJn3nOOvvZ3dB4G0,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,29,,,,,,,
ACoAAAbkF8cBMIMhdE_9MG6kGvfzv_QRel0D8tg,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.869267,-3.9361336,0.4304502,29,,,,,,,
ACoAAAipVNcBfKpQerUKGQtfRRPiEhrK3czozVQ,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.86783,-3.9379046,0.42865586,30,,,,,,,
ACoAAFFFf9UBekP58Ba2u6cwK4fmDvlMZmkCdms,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.563377,4.8144383,-0.508136,30,,,,,,,
ACoAACd3qGoBnneWf9w1jtbO6wV1hoCbk55l2CI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-16.657879,4.910394,-0.59201074,30,,,,,,,
ACoAACU7AS0BHTi4YYkD104vMNqaoPgEyRQ85ZI,,,,,,,,,,,,,,,0,,,,,,,0.0,0,0,,0.1404710205445131,,,0.0,0,0,-11.872853,-3.932838,0.43394092,29,,,,,,,
